Title,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Read,Random Book,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Arrow of God,,,,,,,,,,,,,,,,Arrow of God
"Arsenic and Adobo (Tita Rosie's Kitchen Mystery, #1)",,,,,,False,,,,,,,,,,"Arsenic and Adobo (Tita Rosie's Kitchen Mystery, #1)"
"Art of Memory, The",,,,,,,,,,,,,,,,The Art of Memory
"Art of War, The",,,,,,,,,,,,,,,,The Art of War
"Artamonov Business, The",,,,,,,,,,,,,,,,The Artamonov Business
Artemis Fowl,James Ellroy,1995,American,english,576,False,,,,,,,,,,Artemis Fowl
Artificial Wisdom,Omar El Akkad,2017,,english,333,False,,,,,,,,,,Artificial Wisdom
"Arturo, La Estrella Más Brillante",Jessica Mitford,1963,American,english,200-300,False,,,,,,,,,,"Arturo, La Estrella Más Brillante"
"Aru Shah and the City of Gold (Pandava, #4)",Henry James,1877,American,english,,False,,,,,,,,,,"Aru Shah and the City of Gold (Pandava, #4)"
Aru Shah And The End Of Time,Robert Frank,1959,American,english,83,False,,,,,,,,,,Aru Shah And The End Of Time
Aru Shah and the Tree of Wishes (Pandava #3),Stefan Zweig,1922,Austrian,german,,False,,,,,,,,,,Aru Shah and the Tree of Wishes (Pandava #3)
"As Good As Dead (A Good Girl's Guide to Murder, #3)",Jo Walton,2011,British,english,302-416,False,,,,,,,,,,"As Good As Dead (A Good Girl's Guide to Murder, #3)"
As I Lay Dying,John McGahern,1990,Irish,english,184,False,,,,,,,,,,As I Lay Dying
As If I Am Not There,Alexander Belyaev,1928,Russian,russian,,False,,,,,,,,,,As If I Am Not There
As Long as the Lemon Trees Grow,Hank Green,2018,American,english,352,False,,,,,,,,,,As Long as the Lemon Trees Grow
Ascent,Gunnar Myrdal,1944,Swedish,english,1488,False,,,,,,,,,,Ascent
"Ascent Of Rum Doodle, The",Tayari Jones,2018,American,english,320,False,,,,,,,,,,The Ascent Of Rum Doodle
Ash's Cabin,Theodore Dreiser,1925,American,english,800-900,False,,,,,,,,,,Ash's Cabin
Ashes and Diamonds,Kazuo Ishiguro,1986,British,english,200-250,False,,,,,,,,,,Ashes and Diamonds
Aspects of the Novel,Dionne Brand,,,,,False,,,,,,,,,,Aspects of the Novel
"Asphalt Jungle, The",Sabaa Tahir,2015,American,english,446,False,,,,,,,,,,The Asphalt Jungle
Assassin's Apprentice,David Hume,1748,Scottish,english,,False,,,,,,,,,,Assassin's Apprentice
"Assistant to the Villain (Assistant to the Villain, #1)",John Locke,1689,British,english,400-500,False,,,,,,,,,,"Assistant to the Villain (Assistant to the Villain, #1)"
"Assistant, The",,,,,,,,,,,,,,,,The Assistant
"Association Of Small Bombs, The",,,,,,,,,,,,,,,,The Association Of Small Bombs
Asterix the Gaul,Ed Yong,,,,,False,,,,,,,,,,Asterix the Gaul
"Astonishing Color Of After, The",Eugène Labiche,1851,French,french,,False,,,,,,,,,,The Astonishing Color Of After
Astonishing the Gods,Giuseppe Caputo,2019,Colombian,spanish,,False,,,,,,,,,,Astonishing the Gods
Astradeni,,,,,,,,,,,,,,,,Astradeni
Asylum,,,,,,,,,,,,,,,,Asylum
Asymmetry,,,,,,,,,,,,,,,,Asymmetry
"At First Spite (Harlot's Bay, #1)",,,,,,,,,,,,,,,,"At First Spite (Harlot's Bay, #1)"
At Last,,,,,,,,,,,,,,,,At Last
At Swim Two-Birds,Rivers Solomon,2017,American,english,300-400,False,,,,,,,,,,At Swim Two-Birds
At the Mountains of Madness,Roxane Gay,2014,American,english,368,False,,,,,,,,,,At the Mountains of Madness
At Twilight They Return,Xenophon,-390,Greek,ancient greek,,False,,,,,,,,,,At Twilight They Return
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Lorrie Moore,1986,American,english,224,False,,,,,,,,,,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience
"Atlas Paradox (The Atlas, #2), The",Confucius,-479,Chinese,classical chinese,200-300,False,,,,,,,,,,"The Atlas Paradox (The Atlas, #2)"
Atlas Shrugged,"Neil Gaiman, Lenny Henry, Mónica Faerna",2005,British,english,336-480,False,,,,,,,,,,Atlas Shrugged
"Atlas Six (The Atlas, #1), The",Neal Stephenson,2008,American,english,928-981,False,,,,,,,,,,"The Atlas Six (The Atlas, #1)"
Atonement,,,,,,,,,,,,,,,,Atonement
"Atrocity Archives, The",,,,,,,,,,,,,,,,The Atrocity Archives
"Au Pair Affair (Big Shots, #2), The",,,,,,,,,,,,,,,,"The Au Pair Affair (Big Shots, #2)"
Auē,,,,,,,,,,,,,,,,Auē
August Heat,,,,,,,,,,,,,,,,August Heat
"Augustus Carp, Esq. By Himself",Dana Schwartz,,,,,False,,,,,,,,,,"Augustus Carp, Esq. By Himself"
Aunt Julia and the Scriptwriter,Robert Traver,1958,American,english,448,False,,,,,,,,,,Aunt Julia and the Scriptwriter
Aurélien,Robert Burton,1621,British,english,1400-1900,False,,,,,,,,,,Aurélien
"Aurora Burning (Aurora Cycle, #2)",Etienne van Heerden,1986,South African,,,False,,,,,,,,,,"Aurora Burning (Aurora Cycle, #2)"
Austeritz,Halldor Laxness,1931,Icelandic,icelandic,400-500,False,,,,,,,,,,Austeritz
Authority,Traci Harding,1996,Australian,english,,False,,,,,,,,,,Authority
Auto Da Fe,,,,,,,,,,,,,,,,Auto Da Fe
Autobiographies,Ann Leckie,2013,American,english,384,False,,,,,,,,,,Autobiographies
"Autobiography of Alice B. Toklas, The",Ann Leckie,2015,American,english,368,False,,,,,,,,,,The Autobiography of Alice B. Toklas
"Autobiography of Benjamin Franklin, The",Ann Leckie,2014,American,english,356,False,,,,,,,,,,The Autobiography of Benjamin Franklin
"Autobiography of Lincoln Steffens, The",Mikhail Sholokhov,1928,Russian,russian,1300-1600,False,,,,,,,,,,The Autobiography of Lincoln Steffens
"Autobiography of Malcolm X, The",Randy Shilts,1987,American,english,630,False,,,,,,,,,,The Autobiography of Malcolm X
"Autocracy, Inc.",Boris Karloff,1943,British,english,,False,,,,,,,,,,"Autocracy, Inc."
"Automating Inequality: How High-Tech Tools Profile, Police, and Punish the Poor by Virginia Eubanks",Jilly Cooper,1985,British,english,900,False,,,,,,,,,,"Automating Inequality: How High-Tech Tools Profile, Police, and Punish the Poor by Virginia Eubanks"
Autonomous,Agatha Christie,1939,British,english,200-300,False,,,,,,,,,,Autonomous
"Autumn of the Patriarch, The",Heinrich Böll,1951,German,german,,False,,,,,,,,,,The Autumn of the Patriarch
Avalanche,MacKinlay Kantor,1955,American,english,760,False,,,,,,,,,,Avalanche
"Awakening, The",Ivan Yefremov,1957,Russian,russian,200-300,False,,,,,,,,,,The Awakening
"Axiom's End (Noumena, #1)",Michael Crichton,1969,American,english,200-300,False,,,,,,,,,,"Axiom's End (Noumena, #1)"
Azriel,Isak Dinesen,1958,Danish,english,,False,,,,,,,,,,Azriel
Bab Ballads,Elizabeth Taylor,1957,British,english,,False,,,,,,,,,,Bab Ballads
Babel,,,,,,,,,,,,,,,,Babel
Babel-17,,,,,,,,,,,,,,,,Babel-17
Baby And Child Care,,,,,,,,,,,,,,,,Baby And Child Care
Babylon's Ashes,Frank McCourt,1996,American,english,350-400,False,,,,,,,,,,Babylon's Ashes
"Back Room, The",Susan Ee,2011,American,english,284,False,,,,,,,,,,The Back Room
Back To Methuselah,Wallace Stegner,1971,American,english,500-600,False,,,,,,,,,,Back To Methuselah
"Backrooms, The",Angus Wilson,1956,British,english,320-384,False,,,,,,,,,,The Backrooms
"Backyard Bird Chronicles, The",Héctor Abad Faciolince,2003,Colombian,spanish,300-400,False,,,,,,,,,,The Backyard Bird Chronicles
Bad Behavior,Louise Rennison,1999,British,english,,False,,,,,,,,,,Bad Behavior
Bad Best Friend,Harry Martinson,1956,Swedish,swedish,100-150,False,,,,,,,,,,Bad Best Friend
Bad Cree,Michael Ondaatje,2000,Canadian,english,311,False,,,,,,,,,,Bad Cree
"Bad Liar (Broussard and Fourcade, #3)",Wajdi Mouawad,2012,French,french,300-400,False,,,,,,,,,,"Bad Liar (Broussard and Fourcade, #3)"
Bad News,Lisa Taddeo,,,,,False,,,,,,,,,,Bad News
Bad Therapy: Why the Kids Aren't Growing Up,George Orwell,1945,British,english,50-150,False,,,,,,,,,,Bad Therapy: Why the Kids Aren't Growing Up
Badjelly The Witch,"László Krasznahorkai, Max Neumann",2010,Hungarian,hungarian,48,False,,,,,,,,,,Badjelly The Witch
Bai Ganyo,Laura Jean McKay,2020,Australian,english,288,False,,,,,,,,,,Bai Ganyo
"Bald Soprano, The",Ibrahim al-Koni,2012,Libyan,arabic,200-300,False,,,,,,,,,,The Bald Soprano
"Ballad Of Black Tom, The",Laurell K. Hamilton,1993,American,english,,False,,,,,,,,,,The Ballad Of Black Tom
"Ballad of Jacquotte Delahaye, The",,,,,,,,,,,,,,,,The Ballad of Jacquotte Delahaye
"Ballad of Never After (Once Upon a Broken Heart, #2), The",,,,,,,,,,,,,,,,"The Ballad of Never After (Once Upon a Broken Heart, #2)"
"Ballad of Songbirds and Snakes (The Hunger Games, #0), The",,,,,,,,,,,,,,,,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)"
"Ballad of the Sad Cafe, The",,,,,,,,,,,,,,,,The Ballad of the Sad Cafe
Ballads And Songs,Leo Tolstoy,1877,Russian,russian,800-1000,False,,,,,,,,,,Ballads And Songs
Baltasar and Blimunda,Cornelius Tacitus,109,Roman,latin,,False,,,,,,,,,,Baltasar and Blimunda
Balzac,L. M. Montgomery,1908,Canadian,english,300-400,False,,,,,,,,,,Balzac
Balzac and the Little Chinese Seamstress,,,,,,,,,,,,,,,,Balzac and the Little Chinese Seamstress
Band of Sisters,,,,,,,,,,,,,,,,Band of Sisters
"Bandit Queens, The",,,,,,,,,,,,,,,,The Bandit Queens
Bank Shot,,,,,,,,,,,,,,,,Bank Shot
Barabbas,Jamaica Kincaid,1985,Antiguan,english,148,False,,,,,,,,,,Barabbas
Barbie: The World Tour,Jeff VanderMeer,2014,American,english,195-208,False,,,,,,,,,,Barbie: The World Tour
Barchester Towers,Uwe Johnson,1970,German,german,1000-2000,False,,,,,,,,,,Barchester Towers
"Bard's Blade (The Sorcerer's Song, #1), The",Kim Newman,1992,British,english,400-500,False,,,,,,,,,,"The Bard's Blade (The Sorcerer's Song, #1)"
Barda,Hervé Le Tellier,,,,,False,,,,,,,,,,Barda
Barefoot,James Baldwin,1962,American,english,400-448,False,,,,,,,,,,Barefoot
Barking,Ama Ata Aidoo,1970,Ghanaian,english,60-96,False,,,,,,,,,,Barking
Barney's Version,Anshuman Srivastav,,,,,False,,,,,,,,,,Barney's Version
Barnstormers,,,,,,False,,,,,,,,,,Barnstormers
"Baron in the Trees, The",,,,,,,,,,,,,,,,The Baron in the Trees
"Baroque Cycle, The",,,,,,,,,,,,,,,,The Baroque Cycle
Barrayar,,,,,,,,,,,,,,,,Barrayar
Based On A True Story,Alex Trebek,,,,,False,,,,,,,,,,Based On A True Story
Bastard Out of Carolina,Louise Erdrich,1998,American,english,224,False,,,,,,,,,,Bastard Out of Carolina
Bathsheba,Cheikh Anta Diop,1954,Senegalese,french,,False,,,,,,,,,,Bathsheba
Battle Cry of Freedom,Ayn Rand,1938,American,english,50-105,False,,,,,,,,,,Battle Cry of Freedom
"Battle with the Slum, The",John Green,,,,,False,,,,,,,,,,The Battle with the Slum
Beach Read,Kingsley Amis,1966,British,english,250-300,False,,,,,,,,,,Beach Read
"Bear And The Nightingale, The",Jean Anouilh,1944,French,french,,False,,,,,,,,,,The Bear And The Nightingale
"Bear Comes Home, The",,,,,,,,,,,,,,,,The Bear Comes Home
"Bear, The",,,,,,,,,,,,,,,,The Bear
Beast In View,,,,,,,,,,,,,,,,Beast In View
"Beast King's Bride, The",,,,,,,,,,,,,,,,The Beast King's Bride
"Beast Must Die, The",,,,,,,,,,,,,,,,The Beast Must Die
Beasts Made Of Night,,,,,,,,,,,,,,,,Beasts Made Of Night
Beat Not The Bones,Tim Powers,1983,American,english,400,False,,,,,,,,,,Beat Not The Bones
"Beautiful and Damned, The",,,,,,False,,,,,,,,,,The Beautiful and Damned
Beautiful Country: A Memoir,,,,,,False,,,,,,,,,,Beautiful Country: A Memoir
"Beautiful People, The",,,,,,,,,,,,,,,,The Beautiful People
"Beautiful World, Where Are You",,,,,,,,,,,,,,,,"Beautiful World, Where Are You"
Beauty (Robin McKinley),Tomás Eloy Martínez,1995,Argentinian,spanish,400,False,,,,,,,,,,Beauty (Robin McKinley)
Beauty and Sadness,,,,,,,,,,,,,,,,Beauty and Sadness
Beauty Is A Wound,Fredrik Backman,2019,Swedish,swedish,330-350,False,,,,,,,,,,Beauty Is A Wound
Beautyful Ones are not yet Born,Alexandra Rowland,,,,,False,,,,,,,,,,Beautyful Ones are not yet Born
Beautyland,Rainbow Rowell,,,,,False,,,,,,,,,,Beautyland
Bébo's Girl,,,,,,False,,,,,,,,,,Bébo's Girl
"Because It Is Bitter, And Because It Is My Heart",,,,,,,,,,,,,,,,"Because It Is Bitter, And Because It Is My Heart"
Bech Is Back,,,,,,,,,,,,,,,,Bech Is Back
Becoming Wild: How Animals Learn Who They Are,,,,,,,,,,,,,,,,Becoming Wild: How Animals Learn Who They Are
"Bedbug And Selected Poetry, The",,,,,,,,,,,,,,,,The Bedbug And Selected Poetry
Been Down So Long it Looks Like Up to Me,,,,,,,,,,,,,,,,Been Down So Long it Looks Like Up to Me
Beethoven's Letters,,,,,,,,,,,,,,,,Beethoven's Letters
Before Familiar Woods,,,,,,,,,,,,,,,,Before Familiar Woods
Before I Called You Mine,Aldous Huxley,1948,British,english,150-200,False,,,,,,,,,,Before I Called You Mine
"Before I Let Go (Skyland, #1)",Plato,-389,Greek,ancient greek,30-100,False,,,,,,,,,,"Before I Let Go (Skyland, #1)"
Before Lunch,,,,,,,,,,,,,,,,Before Lunch
Before We Were Trans: A New History of Gender by Dr. Kit Heyam,Gustavo Adolfo Bécquer,1871,Spanish,spanish,200-300,False,,,,,,,,,,Before We Were Trans: A New History of Gender by Dr. Kit Heyam
Behind the Beautiful Forevers,,,,,,,,,,,,,,,,Behind the Beautiful Forevers
Behind the Scenes at the Museum,,,,,,,,,,,,,,,,Behind the Scenes at the Museum
Behind You Is the Sea,,,,,,,,,,,,,,,,Behind You Is the Sea
"Behold, America: The Entangled History of ‘America First’ and the ‘American Dream’ by Sarah Curchwell",,,,,,,,,,,,,,,,"Behold, America: The Entangled History of ‘America First’ and the ‘American Dream’ by Sarah Curchwell"
Being and Nothingness,,,,,,,,,,,,,,,,Being and Nothingness
Being and Time,Liane Moriarty,,,,,False,,,,,,,,,,Being and Time
Bel Canto,John O'Hara,1934,American,english,240-300,False,,,,,,,,,,Bel Canto
"Belgariad, The",,,,,,False,,,,,,,,,,The Belgariad
"Believe Me (Shatter Me, #6.5)",,,,,,,,,,,,,,,,"Believe Me (Shatter Me, #6.5)"
Bell Hammers,,,,,,,,,,,,,,,,Bell Hammers
"Bell Jar, The",,,,,,,,,,,,,,,,The Bell Jar
"Bell, The",Woody Allen,,,,,False,,,,,,,,,,The Bell
Belle du Seigneur,Robert Irwin,1983,British,english,280,False,,,,,,,,,,Belle du Seigneur
"Bells of Basel, The",Walter Russell Mead,,,,,False,,,,,,,,,,The Bells of Basel
"bells of Bicêtre, The",Tom Stoppard,1993,British,english,97,False,,,,,,,,,,The bells of Bicêtre
Beloved,Maggie Nelson,2015,American,english,160,False,,,,,,,,,,Beloved
"Below Zero (The STEMinist Novellas, #3)",Christopher Hitchens,2011,British,english,788,False,,,,,,,,,,"Below Zero (The STEMinist Novellas, #3)"
Ben-Hur,,,,,,False,,,,,,,,,,Ben-Hur
Beneath the Trees Where Nobody Sees,,,,,,,,,,,,,,,,Beneath the Trees Where Nobody Sees
"Beneath the Trees Where Nobody Sees (Beneath the Trees Where Nobody Sees, #3)",,,,,,,,,,,,,,,,"Beneath the Trees Where Nobody Sees (Beneath the Trees Where Nobody Sees, #3)"
Berlin Alexanderplatz,,,,,,,,,,,,,,,,Berlin Alexanderplatz
Bertie And The Tin Man,Jennifer Saint,,,,,False,,,,,,,,,,Bertie And The Tin Man
Best Canadian Poetry 2021,Chelsa quinn yarbro,1972,American,,,False,,,,,,,,,,Best Canadian Poetry 2021
"Best of Me, The",IlustraLu,,,,,False,,,,,,,,,,The Best of Me
Best of Simple,Garrett Mattingly,1959,American,english,443,False,,,,,,,,,,Best of Simple
Best Science Fiction Stories of H. G. Wells,Arnold J. Toynbee,1915,British,english,,False,,,,,,,,,,Best Science Fiction Stories of H. G. Wells
Betrayal of the Mind: The Surreal Life of Unica Zürn,Norman Mailer,1968,American,english,288,False,,,,,,,,,,Betrayal of the Mind: The Surreal Life of Unica Zürn
Betrayed by Rita Hayworth,John Steakley,1984,American,english,426,False,,,,,,,,,,Betrayed by Rita Hayworth
"Better than the Movies (Better than the Movies, #1)",Ken Follett,,,,,False,,,,,,,,,,"Better than the Movies (Better than the Movies, #1)"
Betting on You,Shaun Tan,2006,Australian,english,128,False,,,,,,,,,,Betting on You
Betty,Mia P. Manansala,,,,,False,,,,,,,,,,Betty
Between the Sound and Sea,Frances A. Yates,1966,British,english,400,False,,,,,,,,,,Between the Sound and Sea
Between the Teeth (Between the Teeth #3),Sun Tzu,-500,Chinese,classical chinese,50-100,False,,,,,,,,,,Between the Teeth (Between the Teeth #3)
Between the World and Me,Maxim Gorky,1925,Russian,russian,,False,,,,,,,,,,Between the World and Me
Between Two Kingdoms: A Memoir of a Life Interrupted,Eoin Colfer,2001,Irish,english,280-320,False,,,,,,,,,,Between Two Kingdoms: A Memoir of a Life Interrupted
Between Two Trailers,Thomas R. Weaver,,,,,False,,,,,,,,,,Between Two Trailers
Bewilderment,Reinaldo Arenas,1984,Cuban,spanish,,False,,,,,,,,,,Bewilderment
Beyond Mortal Volume 1: Embrace Oblivion,Roshani Chokshi,,,,,False,,,,,,,,,,Beyond Mortal Volume 1: Embrace Oblivion
Beyond Order: 12 More Rules For Life,Roshani Chokshi,2018,American,english,368,False,,,,,,,,,,Beyond Order: 12 More Rules For Life
"Beyond That, the Sea",Roshani Chokshi,,,,,False,,,,,,,,,,"Beyond That, the Sea"
Beyond The Story: 10-Year Record of BTS,Holly Jackson,,,,,False,,,,,,,,,,Beyond The Story: 10-Year Record of BTS
Beyond the Wand: The Magic & Mayhem of Growing Up a Wizard,William Faulkner,1930,American,english,200-300,False,,,,,,,,,,Beyond the Wand: The Magic & Mayhem of Growing Up a Wizard
Beyond the World of Men: Women’s Fiction at the Czech Fin de Siècle,Slavenka Drakulic,1999,Croatian,croatian,,False,,,,,,,,,,Beyond the World of Men: Women’s Fiction at the Czech Fin de Siècle
Beyond This Horizon,Zoulfa Katouh,,,,,False,,,,,,,,,,Beyond This Horizon
"Bezzle (Martin Hench #2), The",Jed Mercurio,2007,British,english,250-350,False,,,,,,,,,,The Bezzle (Martin Hench #2)
"BFG, The",W. E. Bowman,1956,British,english,141,False,,,,,,,,,,The BFG
"Bible, The",,,,,,,,,,,,,,,,The Bible
Big Blondes,,,,,,,,,,,,,,,,Big Blondes
"Big Blowdown, The",,,,,,,,,,,,,,,,The Big Blowdown
Big Friendship: How We Keep Each Other Close,Jerzy Andrzejewski,1948,Polish,polish,,False,,,,,,,,,,Big Friendship: How We Keep Each Other Close
Big Lies in a Small Town,E. M. Forster,1927,British,english,100-200,False,,,,,,,,,,Big Lies in a Small Town
Big Little Lies,W. R. Burnett,1949,American,english,,False,,,,,,,,,,Big Little Lies
"Big Nowhere, The",Robin Hobb,1995,American,english,480,False,,,,,,,,,,The Big Nowhere
"Big Sleep, The",Hannah Nicole Maehrer,,,,,False,,,,,,,,,,The Big Sleep
Big Summer,Bernard Malamud,1957,American,english,246,False,,,,,,,,,,Big Summer
Big Swiss,Karan Mahajan,2016,Indian,english,288,False,,,,,,,,,,Big Swiss
"Big Time, The",Rene Goscinny,1959,French,french,48,False,,,,,,,,,,The Big Time
Billiards at Half-Past Nine,Emily X. R. Pan,2018,American,english,480,False,,,,,,,,,,Billiards at Half-Past Nine
Billy Bathgate,Ben Okri,1995,Nigerian,english,160,False,,,,,,,,,,Billy Bathgate
Billy Bunter Butts In,Eugenia Fakinou,1991,Greek,greek,,False,,,,,,,,,,Billy Bunter Butts In
Billy Liar,Patrick McGrath,1996,British,english,245-400,False,,,,,,,,,,Billy Liar
Billy Summers,Lisa Halliday,2018,American,english,288,False,,,,,,,,,,Billy Summers
Binti,,,,,,False,,,,,,,,,,Binti
Biography of X,,,,,,,,,,,,,,,,Biography of X
Bird Box,,,,,,,,,,,,,,,,Bird Box
"Bird King, The",,,,,,,,,,,,,,,,The Bird King
Birding with Benefits,Edward St Aubyn,2011,British,english,272,False,,,,,,,,,,Birding with Benefits
"Birds, The",Flann O'Brien,1939,Irish,english,200-300,False,,,,,,,,,,The Birds
Birdsong,H. P. Lovecraft,1936,American,english,100-150,False,,,,,,,,,,Birdsong
Birthday,Zyranna Zateli,1993,Greek,greek,500-600,False,,,,,,,,,,Birthday
"Bishop Murder Case, The",Brené Brown,,,,,False,,,,,,,,,,The Bishop Murder Case
"Bitter Glass, The",Olivie Blake,,,,,False,,,,,,,,,,The Bitter Glass
Bittersweet: How Sorrow and Longing Make Us Whole,Ayn Rand,1957,American,english,1000-1200,False,,,,,,,,,,Bittersweet: How Sorrow and Longing Make Us Whole
Bizarre Happenings Eyewitnessed Over Two Decades,Olivie Blake,,,,,False,,,,,,,,,,Bizarre Happenings Eyewitnessed Over Two Decades
"Black Bird Oracle (All Souls, #5), The",Ian McEwan,2001,British,english,350-400,False,,,,,,,,,,"The Black Bird Oracle (All Souls, #5)"
"Black Book, The",Charles Stross,2004,British,english,300-400,False,,,,,,,,,,The Black Book
Black Box,,,,,,False,,,,,,,,,,Black Box
Black Boy,,,,,,,,,,,,,,,,Black Boy
"Black Brothers, The",,,,,,,,,,,,,,,,The Black Brothers
Black Buck,,,,,,,,,,,,,,,,Black Buck
"Black Cabinet: The Untold Story of African Americans and Politics During the Age of Roosevelt, The",Becky Manawatu,2019,New Zealander,english,320,False,,,,,,,,,,The Black Cabinet: The Untold Story of African Americans and Politics During the Age of Roosevelt
"Black Coast (The God-King Chronicles, #1), The",Andrea Camilleri,2006,Italian,italian,150-200,False,,,,,,,,,,"The Black Coast (The God-King Chronicles, #1)"
"Black Dahlia, The",Henry Howarth Bashford,1924,British,english,,False,,,,,,,,,,The Black Dahlia
Black Easter,Mario Vargas Llosa,1977,Peruvian,spanish,384,False,,,,,,,,,,Black Easter
Black Girl Unlimited,Louis Aragon,1944,French,french,,False,,,,,,,,,,Black Girl Unlimited
Black Hole,Amie Kaufman,,,,,False,,,,,,,,,,Black Hole
Black Lamb and Grey Falcon,Jeff VanderMeer,2014,American,english,341,False,,,,,,,,,,Black Lamb and Grey Falcon
"Black Leopard, Red Wolf",William Butler Yeats,1926,Irish,english,,False,,,,,,,,,,"Black Leopard, Red Wolf"
Black Man,Gertrude Stein,1933,American,english,200-300,False,,,,,,,,,,Black Man
Black Mischief,Benjamin Franklin,1791,American,english,,False,,,,,,,,,,Black Mischief
"Black Pill: How I Witnessed the Darkest Corners of the Internet Come to Life, Poison Society, and Capture American Politics",Lincoln Steffens,1931,American,english,,False,,,,,,,,,,"Black Pill: How I Witnessed the Darkest Corners of the Internet Come to Life, Poison Society, and Capture American Politics"
"Black Prince, The",Alex Haley,1965,American,english,460-500,False,,,,,,,,,,The Black Prince
"Black Sun (Between Earth and Sky, #1)",,,,,,,,,,,,,,,,"Black Sun (Between Earth and Sky, #1)"
Black Sunday,,,,,,,,,,,,,,,,Black Sunday
"Black Tax: 150 Years of Theft, Exploitation, and Dispossession in America, The",,,,,,,,,,,,,,,,"The Black Tax: 150 Years of Theft, Exploitation, and Dispossession in America"
"Black Tides Of Heaven, The",,,,,,,,,,,,,,,,The Black Tides Of Heaven
Black Water,,,,,,,,,,,,,,,,Black Water
Black Water Rising,Annalee Newitz,2017,American,english,300-350,False,,,,,,,,,,Black Water Rising
Blacklist,Gabriel García Márquez,1975,Colombian,spanish,255-270,False,,,,,,,,,,Blacklist
Blackout/All Clear,Blaga Dimitrova,1980,Bulgarian,bulgarian,,False,,,,,,,,,,Blackout/All Clear
"Blacktongue Thief (Blacktongue, #1), The",Kate Chopin,1899,American,english,100-200,False,,,,,,,,,,"The Blacktongue Thief (Blacktongue, #1)"
Blacktop Wasteland,Lindsay Ellis,,,,,False,,,,,,,,,,Blacktop Wasteland
Blake and Mortimer,Julie Mannino,,,,,False,,,,,,,,,,Blake and Mortimer
Blaming,W. S. Gilbert,1869,British,english,,False,,,,,,,,,,Blaming
Blanca & Roja,R.F. Kuang,,,,,False,,,,,,,,,,Blanca & Roja
Blanche Passes Go,Samuel R. Delany,1966,American,english,174,False,,,,,,,,,,Blanche Passes Go
Blankets,Benjamin Spock,1946,American,english,,False,,,,,,,,,,Blankets
Bleak House,James S. A. Corey,2016,American,english,538,False,,,,,,,,,,Bleak House
"Bless Me, Ultima",Carmen Martín Gaite,1978,Spanish,spanish,,False,,,,,,,,,,"Bless Me, Ultima"
"Blessed Are the Chosen: An Interactive Bible Study (The Chosen Bible Study Series, #2)",George Bernard Shaw,1921,Irish,english,,False,,,,,,,,,,"Blessed Are the Chosen: An Interactive Bible Study (The Chosen Bible Study Series, #2)"
"Blind Assassin, The",Morgan Solis,,,,,False,,,,,,,,,,The Blind Assassin
Blind Man with a Pistol,,,,,,,,,,,,,,,,Blind Man with a Pistol
"Blind Owl, The",,,,,,,,,,,,,,,,The Blind Owl
"Blind Willow, Sleeping Woman",,,,,,,,,,,,,,,,"Blind Willow, Sleeping Woman"
Blinding,,,,,,,,,,,,,,,,Blinding
Blindness,Mary Gaitskill,1988,American,english,203,False,,,,,,,,,,Blindness
"Blithedale Romance, The",Rachel Vail,,,,,False,,,,,,,,,,The Blithedale Romance
Blonde,Jessica Johns,,,,,False,,,,,,,,,,Blonde
"Blood & Honey (Serpent & Dove, #2)",,,,,,,,,,,,,,,,"Blood & Honey (Serpent & Dove, #2)"
"Blood Countess (Lady Slayers, #1)",,,,,,,,,,,,,,,,"Blood Countess (Lady Slayers, #1)"
"Blood Knot, The",Edward St Aubyn,1992,British,english,240,False,,,,,,,,,,The Blood Knot
Blood Meridian,,,,,,,,,,,,,,,,Blood Meridian
"Blood Mountain (Jodi Luna, #2)",,,,,,,,,,,,,,,,"Blood Mountain (Jodi Luna, #2)"
Blood Music,,,,,,,,,,,,,,,,Blood Music
Blood Oath (Cursed Legacies #1),,,,,,,,,,,,,,,,Blood Oath (Cursed Legacies #1)
"Blood of Hercules (Villains of Lore, #1)",Spike Milligan,1973,New Zealander,english,48,False,,,,,,,,,,"Blood of Hercules (Villains of Lore, #1)"
Blood Oranges,Aleko Konstantinov,1895,Bulgarian,bulgarian,,False,,,,,,,,,,Blood Oranges
Blood Over Bright Haven,,,,,,,,,,,,,,,,Blood Over Bright Haven
Bloodchild,Eugène Ionesco,1950,French,french,varies,False,,,,,,,,,,Bloodchild
"Bloodmarked (The Legendborn Cycle, #2)",Victor LaValle,2016,American,english,149-160,False,,,,,,,,,,"Bloodmarked (The Legendborn Cycle, #2)"
"Bloody Chamber And Other Stories, The",,,,,,False,,,,,,,,,,The Bloody Chamber And Other Stories
Blott On The Landscape,,,,,,,,,,,,,,,,Blott On The Landscape
Blow Up And Other Stories,,,,,,,,,,,,,,,,Blow Up And Other Stories
"Blue Book, The",,,,,,,,,,,,,,,,The Blue Book
"Blue Flower, The",Stephanie Garber,,,,,False,,,,,,,,,,The Blue Flower
