Title,System,Year,Played,Rating,Random Game,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
"Legend of Heroes: Trails in the Sky the 3rd, The",PC,,FALSE,83,,,,,,,,,,,,,The Legend of Heroes: Trails in the Sky the 3rd
"Legend of Heroes: Trails in the Sky, The",PSP,,FALSE,79,,,,,,,,,,,,,The Legend of Heroes: Trails in the Sky
"Legend of Heroes: Trails into Reverie, The",PS5,,FALSE,81,,,,,,,,,,,,,The Legend of Heroes: Trails into Reverie
"Legend of Heroes: Trails of Cold Steel II, The",PS Vita,,FALSE,80,,,,,,,,,,,,,The Legend of Heroes: Trails of Cold Steel II
"Legend of Heroes: Trails of Cold Steel III, The",SWITCH,,FALSE,84,,,,,,,,,,,,,The Legend of Heroes: Trails of Cold Steel III
"Legend of Heroes: Trails of Cold Steel IV - Th..., The",,2018,,7.7,,,,,,,,,,,,,The Legend of Heroes: Trails of Cold Steel IV - Th...
"Legend of Heroes: Trails of Cold Steel IV, The",PS4,,FALSE,81,,,,,,,,,,,,,The Legend of Heroes: Trails of Cold Steel IV
"Legend of Heroes: Trails of Cold Steel, The",PS3,,FALSE,86,,,,,,,,,,,,,The Legend of Heroes: Trails of Cold Steel
"Legend of Heroes: Trails to Azure, The",PC,,FALSE,86,,,,,,,,,,,,,The Legend of Heroes: Trails to Azure
Legend of Keepers,,2020,,7.5,,,,,,,,,,,,,Legend of Keepers
"Legend of Nayuta: Boundless Trails, The",SWITCH,,FALSE,83,,,,,,,,,,,,,The Legend of Nayuta: Boundless Trails
"Legend of Oasis, The",SATURN,1996,,8,,,,,,,,,,,,,The Legend of Oasis
Legend of Solgard,,2018,,7.5,,,,,,,,,,,,,Legend of Solgard
"Legend of Spyro: The Eternal Night, The",,2007,,7.5,,,,,,,,,,,,,The Legend of Spyro: The Eternal Night
"Legend of the Mystical Ninja, The",SNES,1991,FALSE,8.2,,,,,,,,,,,,,The Legend of the Mystical Ninja
"Legend of Tianding, The",PC,,FALSE,81,,,,,,,,,,,,,The Legend of Tianding
"Legend of Zelda Collector's Edition, The",GAMECUBE,,FALSE,95,,,,,,,,,,,,,The Legend of Zelda Collector's Edition
"Legend of Zelda, The",NES,1986,,8.2,,,,,,,,,,,,,The Legend of Zelda
"Legend of Zelda: A Link Between Worlds, The",3DS,,FALSE,91,,,,,,,,,,,,,The Legend of Zelda: A Link Between Worlds
"Legend of Zelda: A Link to the Past, The",SNES,1991,FALSE,8.6,,,,,,,,,,,,,The Legend of Zelda: A Link to the Past
"Legend of Zelda: Breath of the Wild - The Champions' Ballad, The",SWITCH,,FALSE,81,,,,,,,,,,,,,The Legend of Zelda: Breath of the Wild - The Champions' Ballad
"Legend of Zelda: Breath of the Wild - The Master Trials, The",SWITCH,,FALSE,78,,,,,,,,,,,,,The Legend of Zelda: Breath of the Wild - The Master Trials
"Legend of Zelda: Breath of the Wild, The",SWITCH,,FALSE,97,,,,,,,,,,,,,The Legend of Zelda: Breath of the Wild
"Legend of Zelda: Four Swords Adventures, The",GAMECUBE,,FALSE,86,,,,,,,,,,,,,The Legend of Zelda: Four Swords Adventures
"Legend of Zelda: Four Swords Anniversary Edition, The",DS,,FALSE,85,,,,,,,,,,,,,The Legend of Zelda: Four Swords Anniversary Edition
"Legend of Zelda: Link's Awakening, The",SWITCH,,FALSE,87,,,,,,,,,,,,,The Legend of Zelda: Link's Awakening
"Legend of Zelda: Majora's Mask 3D, The",3DS,,FALSE,89,,,,,,,,,,,,,The Legend of Zelda: Majora's Mask 3D
"Legend of Zelda: Majora's Mask, The",N64,,FALSE,95,,,,,,,,,,,,,The Legend of Zelda: Majora's Mask
"Legend of Zelda: Ocarina of Time / Master Quest, The",GAMECUBE,,FALSE,91,,,,,,,,,,,,,The Legend of Zelda: Ocarina of Time / Master Quest
"Legend of Zelda: Ocarina of Time 3D, The",3DS,,FALSE,94,,,,,,,,,,,,,The Legend of Zelda: Ocarina of Time 3D
"Legend of Zelda: Ocarina of Time, The",N64,,TRUE,99,,,,,,,,,,,,,The Legend of Zelda: Ocarina of Time
"Legend of Zelda: Phantom Hourglass, The",DS,,TRUE,90,,,,,,,,,,,,,The Legend of Zelda: Phantom Hourglass
"Legend of Zelda: Skyward Sword HD, The",SWITCH,,FALSE,81,,,,,,,,,,,,,The Legend of Zelda: Skyward Sword HD
"Legend of Zelda: Skyward Sword, The",Wii,,FALSE,93,,,,,,,,,,,,,The Legend of Zelda: Skyward Sword
"Legend of Zelda: Spirit Tracks, The",DS,,TRUE,87,,,,,,,,,,,,,The Legend of Zelda: Spirit Tracks
"Legend of Zelda: Tears of the Kingdom, The",SWITCH,,FALSE,96,,,,,,,,,,,,,The Legend of Zelda: Tears of the Kingdom
"Legend of Zelda: The Minish Cap, The",GBA,,FALSE,89,,,,,,,,,,,,,The Legend of Zelda: The Minish Cap
"Legend of Zelda: The Wind Waker HD, The",Wii U,,TRUE,90,,,,,,,,,,,,,The Legend of Zelda: The Wind Waker HD
"Legend of Zelda: The Wind Waker, The",GAMECUBE,,FALSE,96,,,,,,,,,,,,,The Legend of Zelda: The Wind Waker
"Legend of Zelda: Twilight Princess HD, The",Wii U,,FALSE,86,,,,,,,,,,,,,The Legend of Zelda: Twilight Princess HD
"Legend of Zelda: Twilight Princess, The",Wii,,FALSE,95,,,,,,,,,,,,,The Legend of Zelda: Twilight Princess
Legendary Gary,PC,,FALSE,78,,,,,,,,,,,,,Legendary Gary
Legends,,1996,,7.6,,,,,,,,,,,,,Legends
Legends of Runeterra,PC,,FALSE,87,,,,,,,,,,,,,Legends of Runeterra
Legends of War: Patton's Campaign,PSP,,FALSE,79,,,,,,,,,,,,,Legends of War: Patton's Campaign
Lemmings,SNES,1991,FALSE,8.1,,,,,,,,,,,,,Lemmings
Lemnis Gate,PS5,,FALSE,78,,,,,,,,,,,,,Lemnis Gate
Lethal League,PC,,FALSE,82,,,,,,,,,,,,,Lethal League
Leximan,,2024,,7.6,,,,,,,,,,,,,Leximan
Leximan,,2024,,7.7,,,,,,,,,,,,,
Liero,,1999,,7.5,,,,,,,,,,,,,Liero
Lies of P,XBSX,,FALSE,84,,,,,,,,,,,,,Lies of P
"Life and Suffering of Sir Brante, The",PC,,FALSE,82,,,,,,,,,,,,,The Life and Suffering of Sir Brante
Life Force,NES,1987,,8.1,,,,,,,,,,,,,Life Force
Life is Strange,PS4,,FALSE,85,,,,,,,,,,,,,Life is Strange
Life is Strange 2,PS4,,FALSE,78,,,,,,,,,,,,,Life is Strange 2
Life is Strange: Before The Storm - Farewell,PS4,,FALSE,80,,,,,,,,,,,,,Life is Strange: Before The Storm - Farewell
Life is Strange: Double Exposure,,2024,,,,,,,,,,,,,,,
Life is Strange: Episode 3 - Chaos Theory,PS4,,FALSE,81,,,,,,,,,,,,,Life is Strange: Episode 3 - Chaos Theory
Life is Strange: True Colors,XBSX,,FALSE,84,,,,,,,,,,,,,Life is Strange: True Colors
Life is Strange: True Colors - Wavelengths,PS5,,FALSE,79,,,,,,,,,,,,,Life is Strange: True Colors - Wavelengths
Life of Pixel,,2014,,7.5,,,,,,,,,,,,,Life of Pixel
Light Crusader,,1995,,7.6,,,,,,,,,,,,,Light Crusader
Lightening Force: Quest for the Darkstar,GENESIS,1992,,8.5,,,,,,,,,,,,,Lightening Force: Quest for the Darkstar
Lightmatter,,2020,,7.5,,,,,,,,,,,,,Lightmatter
Like a Dragon Gaiden: The Man who Erased His Name,XBSX,,FALSE,79,,,,,,,,,,,,,Like a Dragon Gaiden: The Man who Erased His Name
Like a Dragon: Infinite Wealth,,2024,,9,,,,,,,,,,,,,
Like a Dragon: Ishin!,PS5,,FALSE,81,,,,,,,,,,,,,Like a Dragon: Ishin!
Lil Gator Game,SWITCH,,FALSE,83,,,,,,,,,,,,,Lil Gator Game
Lil' Guardsman,,2024,,8.3,,,,,,,,,,,,,
Limbo,X360,,FALSE,90,,,,,,,,,,,,,Limbo
Links 2001,PC,,FALSE,86,,,,,,,,,,,,,Links 2001
Links 2003,PC,,FALSE,82,,,,,,,,,,,,,Links 2003
Links 2004,Xbox,,FALSE,80,,,,,,,,,,,,,Links 2004
Links 386 CD,,1995,,7.6,,,,,,,,,,,,,Links 386 CD
"Lion's Song, The",SWITCH,,FALSE,81,,,,,,,,,,,,,The Lion's Song
Lisa,,2014,,7.6,,,,,,,,,,,,,Lisa
LISA: Definitive Edition,SWITCH,,FALSE,83,,,,,,,,,,,,,LISA: Definitive Edition
Little Goody Two Shoes,PC,,FALSE,84,,,,,,,,,,,,,Little Goody Two Shoes
Little Inferno,Wii U,,FALSE,79,,,,,,,,,,,,,Little Inferno
Little King's Story,Wii,,FALSE,87,,,,,,,,,,,,,Little King's Story
"Little Kitty, Big City",,2024,,8,,,,,,,,,,,,,
Little Nightmares,XBO,,FALSE,83,,,,,,,,,,,,,Little Nightmares
Little Nightmares II,PC,,FALSE,83,,,,,,,,,,,,,Little Nightmares II
Little Nightmares: Complete Edition,SWITCH,,FALSE,79,,,,,,,,,,,,,Little Nightmares: Complete Edition
Little Samson,NES,1992,,8.1,,,,,,,,,,,,,Little Samson
LittleBigPlanet,PS3,,FALSE,95,,,,,,,,,,,,,LittleBigPlanet
LittleBigPlanet 2,PS3,,FALSE,91,,,,,,,,,,,,,LittleBigPlanet 2
LittleBigPlanet 3,PS4,,FALSE,79,,,,,,,,,,,,,LittleBigPlanet 3
LittleBigPlanet PS Vita,PS Vita,,FALSE,88,,,,,,,,,,,,,LittleBigPlanet PS Vita
Littlewood,SWITCH,,FALSE,81,,,,,,,,,,,,,Littlewood
Live A Live,SWITCH,,FALSE,81,,,,,,,,,,,,,Live A Live
Llamasoft: The Jeff Minter Story,,2024,,8.1,,,,,,,,,,,,,
Lock On: Modern Air Combat,,2003,,7.5,,,,,,,,,,,,,Lock On: Modern Air Combat
Lock's Quest,DS,,FALSE,80,,,,,,,,,,,,,Lock's Quest
Loco Motive,,2024,,8,,,,,,,,,,,,,
LocoRoco,PS4,,FALSE,79,,,,,,,,,,,,,LocoRoco
LocoRoco 2,PSP,,FALSE,85,,,,,,,,,,,,,LocoRoco 2
LocoRoco 2 Remastered,PS4,,FALSE,79,,,,,,,,,,,,,LocoRoco 2 Remastered
Loddlenaut,PC,,FALSE,78,,,,,,,,,,,,,Loddlenaut
Lode Runner,,2009,,7.7,,,,,,,,,,,,,Lode Runner
Lone Echo,PC,,FALSE,89,,,,,,,,,,,,,Lone Echo
Lone Echo II,PC,,FALSE,78,,,,,,,,,,,,,Lone Echo II
Lone Survivor: The Director's Cut,PS3,,FALSE,84,,,,,,,,,,,,,Lone Survivor: The Director's Cut
Lonely Mountains: Downhill,SWITCH,,FALSE,84,,,,,,,,,,,,,Lonely Mountains: Downhill
"Long Dark, The",,2014,,7.5,,,,,,,,,,,,,The Long Dark
Long Gone Days,,2018,,7.5,,,,,,,,,,,,,Long Gone Days
Long Live the Queen,,2012,,7.5,,,,,,,,,,,,,Long Live the Queen
"Longest Journey, The",PC,,FALSE,91,,,,,,,,,,,,,The Longest Journey
"Longing, The",PC,,FALSE,79,,,,,,,,,,,,,The Longing
Loop Hero,SWITCH,,FALSE,84,,,,,,,,,,,,,Loop Hero
"Lord of the Rings Online: Mines of Moria, The",PC,,FALSE,85,,,,,,,,,,,,,The Lord of the Rings Online: Mines of Moria
"Lord of the Rings Online: Shadows of Angmar, The",PC,,FALSE,86,,,,,,,,,,,,,The Lord of the Rings Online: Shadows of Angmar
"Lord of the Rings Online: Siege of Mirkwood, The",PC,,FALSE,83,,,,,,,,,,,,,The Lord of the Rings Online: Siege of Mirkwood
"Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch King, The",PC,,FALSE,78,,,,,,,,,,,,,The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch King
"Lord of the Rings: The Battle for Middle-Earth II, The",PC,,FALSE,84,,,,,,,,,,,,,The Lord of the Rings: The Battle for Middle-Earth II
"Lord of the Rings: The Battle for Middle-Earth, The",PC,,FALSE,82,,,,,,,,,,,,,The Lord of the Rings: The Battle for Middle-Earth
"Lord of the Rings: The Return of the King, The",PS2,,FALSE,85,,,,,,,,,,,,,The Lord of the Rings: The Return of the King
"Lord of the Rings: The Two Towers, The",PS2,,FALSE,82,,,,,,,,,,,,,The Lord of the Rings: The Two Towers
Lords of the Fallen,,2023,,7.5,,,,,,,,,,,,,Lords of the Fallen
Lords of the Realm II,,1996,,7.6,,,,,,,,,,,,,Lords of the Realm II
Lorelei and the Laser Eyes,,2024,,8.7,,,,,,,,,,,,,
Lost Ark,PC,,FALSE,81,,,,,,,,,,,,,Lost Ark
"Lost Crown: A Ghost-Hunting Adventure, The",,2008,,7.6,,,,,,,,,,,,,The Lost Crown: A Ghost-Hunting Adventure
Lost Ember,PC,,FALSE,78,,,,,,,,,,,,,Lost Ember
"Lost Files of Sherlock Holmes: Case of the Ros..., The",,1996,,7.6,,,,,,,,,,,,,The Lost Files of Sherlock Holmes: Case of the Ros...
Lost in Play,PC,,FALSE,82,,,,,,,,,,,,,Lost in Play
Lost In Random,PS4,,FALSE,80,,,,,,,,,,,,,Lost In Random
Lost Judgment,PS5,,FALSE,82,,,,,,,,,,,,,Lost Judgment
"Lost Mind of Dr. Brain, The",,1995,,7.6,,,,,,,,,,,,,The Lost Mind of Dr. Brain
Lost Odyssey,X360,,FALSE,78,,,,,,,,,,,,,Lost Odyssey
Lost Planet: Extreme Condition,X360,,FALSE,79,,,,,,,,,,,,,Lost Planet: Extreme Condition
Lost Planet: Extreme Condition Colonies Edition,X360,,FALSE,78,,,,,,,,,,,,,Lost Planet: Extreme Condition Colonies Edition
Lost Treasures of Infocom,,2012,,7.5,,,,,,,,,,,,,Lost Treasures of Infocom
"Lost Vikings, The",GENESIS,1993,,7.9,,,,,,,,,,,,,The Lost Vikings
Lost Words: Beyond the Page,SWITCH,,FALSE,78,,,,,,,,,,,,,Lost Words: Beyond the Page
LostWinds,Wii,,FALSE,81,,,,,,,,,,,,,LostWinds
LostWinds: Winter of the Melodias,Wii,,FALSE,86,,,,,,,,,,,,,LostWinds: Winter of the Melodias
"Love, Ghostie",,2024,,7.6,,,,,,,,,,,,,"Love, Ghostie"
"Love, Ghostie",,2024,,7.6,,,,,,,,,,,,,
Lover Pretend,,2022,,7.7,,,,,,,,,,,,,Lover Pretend
Lovers in a Dangerous Spacetime,SWITCH,,FALSE,84,,,,,,,,,,,,,Lovers in a Dangerous Spacetime
LSD: Dream Emulator,,1998,,7.6,,,,,,,,,,,,,LSD: Dream Emulator
Lufia II: Rise of the Sinistrals,SNES,1995,FALSE,8,,,,,,,,,,,,,Lufia II: Rise of the Sinistrals
Lufia: Curse of the Sinistrals,DS,,FALSE,80,,,,,,,,,,,,,Lufia: Curse of the Sinistrals
Luftrausers,PS Vita,,FALSE,83,,,,,,,,,,,,,Luftrausers
Luigi's Mansion,GAMECUBE,,FALSE,78,,,,,,,,,,,,,Luigi's Mansion
Luigi's Mansion 3,SWITCH,,FALSE,86,,,,,,,,,,,,,Luigi's Mansion 3
Luigi's Mansion: Dark Moon,3DS,,FALSE,86,,,,,,,,,,,,,Luigi's Mansion: Dark Moon
Lumines,PSP,,FALSE,89,,,,,,,,,,,,,Lumines
Lumines II,PSP,,FALSE,81,,,,,,,,,,,,,Lumines II
Lumines Mobile,,2006,,7.6,,,,,,,,,,,,,Lumines Mobile
Lumines Remastered,SWITCH,,FALSE,83,,,,,,,,,,,,,Lumines Remastered
Lumines Supernova,PS3,,FALSE,80,,,,,,,,,,,,,Lumines Supernova
Lumines: Electronic Symphony,PS Vita,,FALSE,83,,,,,,,,,,,,,Lumines: Electronic Symphony
Lunar 2: Eternal Blue - Complete,SATURN,1998,,8.1,,,,,,,,,,,,,Lunar 2: Eternal Blue - Complete
Lunar 2: Eternal Blue Complete,PlayStation,,FALSE,86,,,,,,,,,,,,,Lunar 2: Eternal Blue Complete
Lunar Knights,DS,,FALSE,82,,,,,,,,,,,,,Lunar Knights
Lunar Legend,GBA,,FALSE,79,,,,,,,,,,,,,Lunar Legend
Lunar: Silver Star Harmony,PSP,,FALSE,80,,,,,,,,,,,,,Lunar: Silver Star Harmony
Lunar: Silver Star Story - Complete,SATURN,1996,,8.2,,,,,,,,,,,,,Lunar: Silver Star Story - Complete
Lunar: Silver Star Story Complete,PlayStation,,FALSE,78,,,,,,,,,,,,,Lunar: Silver Star Story Complete
Lunark,,2023,,7.5,,,,,,,,,,,,,Lunark
Lunistice,SWITCH,,FALSE,80,,,,,,,,,,,,,Lunistice
Lux,,2002,,7.5,,,,,,,,,,,,,Lux
Luxor 3,,2007,,7.5,,,,,,,,,,,,,Luxor 3
Lyle in Cube Sector,,2006,,7.7,,,,,,,,,,,,,Lyle in Cube Sector
M.U.S.H.A.,GENESIS,1990,,8.2,,,,,,,,,,,,,M.U.S.H.A.
Maboshi's Arcade,Wii,,FALSE,85,,,,,,,,,,,,,Maboshi's Arcade
Machinarium,PC,,FALSE,85,,,,,,,,,,,,,Machinarium
Machines,,1999,,7.5,,,,,,,,,,,,,Machines
Mad Father,,2012,,7.6,,,,,,,,,,,,,Mad Father
Mad Rat Dead,SWITCH,,FALSE,79,,,,,,,,,,,,,Mad Rat Dead
Madison VR,,2024,,7.6,,,,,,,,,,,,,
MadWorld,Wii,,FALSE,81,,,,,,,,,,,,,MadWorld
Mafia,PC,,FALSE,88,,,,,,,,,,,,,Mafia
Mafia II,,2010,,7.7,,,,,,,,,,,,,Mafia II
Mafia: Definitive Edition,XBO,,FALSE,79,,,,,,,,,,,,,Mafia: Definitive Edition
MAG,,2010,,7.6,,,,,,,,,,,,,MAG
"Mageseeker: A League of Legends Story, The",XBSX,,FALSE,82,,,,,,,,,,,,,The Mageseeker: A League of Legends Story
Magi Nation,,2001,,7.6,,,,,,,,,,,,,Magi Nation
Magic & Mayhem,,1998,,7.6,,,,,,,,,,,,,Magic & Mayhem
Magic Carpet Plus,,1995,,7.7,,,,,,,,,,,,,Magic Carpet Plus
"Magic Circle, The",PC,,FALSE,79,,,,,,,,,,,,,The Magic Circle
"Magic Obelisk, The",Wii,,FALSE,78,,,,,,,,,,,,,The Magic Obelisk
Magic: Duels of the Planeswalkers 2014,X360,,FALSE,83,,,,,,,,,,,,,Magic: Duels of the Planeswalkers 2014
"Magical Quest Starring Mickey Mouse, The",SNES,1992,FALSE,8,,,,,,,,,,,,,The Magical Quest Starring Mickey Mouse
Majesty 2: The Fantasy Kingdom Sim,,2009,,7.5,,,,,,,,,,,,,Majesty 2: The Fantasy Kingdom Sim
Majesty: The Fantasy Kingdom Sim,,2000,,7.5,,,,,,,,,,,,,Majesty: The Fantasy Kingdom Sim
Major Mayhem,,2011,,7.5,,,,,,,,,,,,,Major Mayhem
Makai Kingdom: Chronicles of the Sacred Tome,,2005,,7.6,,,,,,,,,,,,,Makai Kingdom: Chronicles of the Sacred Tome
Make Way,,2023,,7.7,,,,,,,,,,,,,Make Way
Maki's Adventure,,2023,,7.5,,,,,,,,,,,,,Maki's Adventure
"Making of Karateka, The",SWITCH,,FALSE,90,,,,,,,,,,,,,The Making of Karateka
Maldita Castilla EX: Cursed Castilla,PC,,FALSE,81,,,,,,,,,,,,,Maldita Castilla EX: Cursed Castilla
Maniac Mansion,NES,1988,,7.9,,,,,,,,,,,,,Maniac Mansion
Manifold Garden,PC,,FALSE,85,,,,,,,,,,,,,Manifold Garden
Manor Lords,,2024,,7.6,,,,,,,,,,,,,Manor Lords
Manor Lords,,2024,,7.6,,,,,,,,,,,,,
Marble Blast Gold,,2003,,7.7,,,,,,,,,,,,,Marble Blast Gold
Marble Blast Ultra,X360,,FALSE,79,,,,,,,,,,,,,Marble Blast Ultra
Marble Master,,1997,,7.6,,,,,,,,,,,,,Marble Master
Mario & Luigi: Bowser's Inside Story,DS,,FALSE,90,,,,,,,,,,,,,Mario & Luigi: Bowser's Inside Story
Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,3DS,,FALSE,84,,,,,,,,,,,,,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey
Mario & Luigi: Brothership,,2024,,7.5,,,,,,,,,,,,,
Mario & Luigi: Dream Team,3DS,,FALSE,81,,,,,,,,,,,,,Mario & Luigi: Dream Team
Mario & Luigi: Paper Jam,,2015,,7.5,,,,,,,,,,,,,Mario & Luigi: Paper Jam
Mario & Luigi: Partners in Time,DS,,FALSE,86,,,,,,,,,,,,,Mario & Luigi: Partners in Time
Mario & Luigi: Superstar Saga,GBA,,FALSE,90,,,,,,,,,,,,,Mario & Luigi: Superstar Saga
Mario & Luigi: Superstar Saga + Bowser's Minions,3DS,,FALSE,81,,,,,,,,,,,,,Mario & Luigi: Superstar Saga + Bowser's Minions
Mario & Sonic at the Olympic Winter Games,,2009,,7.6,,,,,,,,,,,,,Mario & Sonic at the Olympic Winter Games
Mario + Rabbids Sparks of Hope,SWITCH,,FALSE,86,,,,,,,,,,,,,Mario + Rabbids Sparks of Hope
Mario + Rabbids: Kingdom Battle,SWITCH,,FALSE,85,,,,,,,,,,,,,Mario + Rabbids: Kingdom Battle
Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,SWITCH,,FALSE,82,,,,,,,,,,,,,Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure
Mario and Donkey Kong: Minis on the Move,3DS,,FALSE,78,,,,,,,,,,,,,Mario and Donkey Kong: Minis on the Move
Mario Kart 64,N64,,FALSE,83,,,,,,,,,,,,,Mario Kart 64
Mario Kart 7,3DS,,FALSE,85,,,,,,,,,,,,,Mario Kart 7
Mario Kart 8,Wii U,,FALSE,88,,,,,,,,,,,,,Mario Kart 8
Mario Kart 8 Deluxe,SWITCH,,FALSE,92,,,,,,,,,,,,,Mario Kart 8 Deluxe
Mario Kart 8 Deluxe: Booster Course Pass - Wave 3,SWITCH,,FALSE,83,,,,,,,,,,,,,Mario Kart 8 Deluxe: Booster Course Pass - Wave 3
Mario Kart 8 Deluxe: Booster Course Pass - Wave 4,SWITCH,,FALSE,86,,,,,,,,,,,,,Mario Kart 8 Deluxe: Booster Course Pass - Wave 4
Mario Kart 8 DLC Pack 1,Wii U,,FALSE,87,,,,,,,,,,,,,Mario Kart 8 DLC Pack 1
Mario Kart 8 DLC Pack 2,Wii U,,FALSE,90,,,,,,,,,,,,,Mario Kart 8 DLC Pack 2
Mario Kart DS,DS,,FALSE,91,,,,,,,,,,,,,Mario Kart DS
Mario Kart Live: Home Circuit,,2020,,7.5,,,,,,,,,,,,,Mario Kart Live: Home Circuit
Mario Kart Super Circuit,GBA,,FALSE,93,,,,,,,,,,,,,Mario Kart Super Circuit
Mario Kart Wii,Wii,,FALSE,82,,,,,,,,,,,,,Mario Kart Wii
Mario Kart: Double Dash!!,GAMECUBE,,FALSE,87,,,,,,,,,,,,,Mario Kart: Double Dash!!
Mario Party,N64,,FALSE,79,,,,,,,,,,,,,Mario Party
Mario Party Superstars,SWITCH,,FALSE,80,,,,,,,,,,,,,Mario Party Superstars
Mario Power Tennis,GAMECUBE,,FALSE,80,,,,,,,,,,,,,Mario Power Tennis
Mario Strikers Charged,Wii,,FALSE,79,,,,,,,,,,,,,Mario Strikers Charged
Mario Tennis: Power Tour,GBA,,FALSE,81,,,,,,,,,,,,,Mario Tennis: Power Tour
Mario vs. Donkey Kong,GBA,,FALSE,81,,,,,,,,,,,,,Mario vs. Donkey Kong
Mario vs. Donkey Kong,,2024,,7.7,,,,,,,,,,,,,
Mario vs. Donkey Kong 2: March of the Minis,,2006,,7.7,,,,,,,,,,,,,Mario vs. Donkey Kong 2: March of the Minis
Mario vs. Donkey Kong: Mini-Land Mayhem,DS,,FALSE,79,,,,,,,,,,,,,Mario vs. Donkey Kong: Mini-Land Mayhem
Mario vs. Donkey Kong: Mini-Land Mayhem!,,2010,,7.5,,,,,,,,,,,,,Mario vs. Donkey Kong: Mini-Land Mayhem!
Mario vs. Donkey Kong: Minis March Again!,DS,,FALSE,82,,,,,,,,,,,,,Mario vs. Donkey Kong: Minis March Again!
Mario's Picross,,1995,,7.7,,,,,,,,,,,,,Mario's Picross
Mario's Super Picross,,1995,,7.7,,,,,,,,,,,,,Mario's Super Picross
"Mark of Kri, The",PS2,,FALSE,80,,,,,,,,,,,,,The Mark of Kri
Mark of the Ninja,PC,,FALSE,91,,,,,,,,,,,,,Mark of the Ninja
Mars Matrix,DREAMCAST,,FALSE,78,,,,,,,,,,,,,Mars Matrix
Marvel Guardians of the Galaxy: The Telltale Serie...,,2017,,7.7,,,,,,,,,,,,,Marvel Guardians of the Galaxy: The Telltale Serie...
Marvel Heroes 2015,PC,,FALSE,81,,,,,,,,,,,,,Marvel Heroes 2015
Marvel Super Heroes,SATURN,1997,,8,,,,,,,,,,,,,Marvel Super Heroes
Marvel Super Heroes vs. Street Fighter,SATURN,1998,,7.9,,,,,,,,,,,,,Marvel Super Heroes vs. Street Fighter
Marvel Ultimate Alliance,,2006,,7.6,,,,,,,,,,,,,Marvel Ultimate Alliance
Marvel vs. Capcom 2,PS3,,FALSE,85,,,,,,,,,,,,,Marvel vs. Capcom 2
Marvel vs. Capcom 3: Fate of Two Worlds,X360,,FALSE,85,,,,,,,,,,,,,Marvel vs. Capcom 3: Fate of Two Worlds
Marvel vs. Capcom Fighting Collection: Arcade Clas...,,2024,,8.3,,,,,,,,,,,,,
Marvel vs. Capcom Origins,X360,,FALSE,78,,,,,,,,,,,,,Marvel vs. Capcom Origins
Marvel vs. Capcom: Clash of Super Heroes,,1998,,7.6,,,,,,,,,,,,,Marvel vs. Capcom: Clash of Super Heroes
Marvel: Ultimate Alliance,PC,,FALSE,82,,,,,,,,,,,,,Marvel: Ultimate Alliance
Marvel's Guardians of the Galaxy,XBSX,,FALSE,84,,,,,,,,,,,,,Marvel's Guardians of the Galaxy
Marvel's Guardians of the Galaxy: The Telltale Series,PC,,FALSE,78,,,,,,,,,,,,,Marvel's Guardians of the Galaxy: The Telltale Series
Marvel's Midnight Suns,PC,,FALSE,83,,,,,,,,,,,,,Marvel's Midnight Suns
Marvel's Spider-Man,PS4,,FALSE,87,,,,,,,,,,,,,Marvel's Spider-Man
Marvel's Spider-Man 2,PS5,,FALSE,90,,,,,,,,,,,,,Marvel's Spider-Man 2
Marvel's Spider-Man Remastered,PC,,FALSE,87,,,,,,,,,,,,,Marvel's Spider-Man Remastered
Marvel's Spider-Man: Miles Morales,PC,,FALSE,88,,,,,,,,,,,,,Marvel's Spider-Man: Miles Morales
Mary Skelter 2,,2019,,7.7,,,,,,,,,,,,,Mary Skelter 2
Mary Skelter Finale,SWITCH,,FALSE,78,,,,,,,,,,,,,Mary Skelter Finale
Mass Effect,X360,,FALSE,91,,,,,,,,,,,,,Mass Effect
Mass Effect 2,X360,,FALSE,96,,,,,,,,,,,,,Mass Effect 2
Mass Effect 2: Lair of the Shadow Broker,X360,,FALSE,87,,,,,,,,,,,,,Mass Effect 2: Lair of the Shadow Broker
Mass Effect 2: Overlord,X360,,FALSE,81,,,,,,,,,,,,,Mass Effect 2: Overlord
Mass Effect 3,X360,,FALSE,93,,,,,,,,,,,,,Mass Effect 3
Mass Effect 3: Citadel,X360,,FALSE,84,,,,,,,,,,,,,Mass Effect 3: Citadel
Mass Effect Legendary Edition,XBO,,FALSE,90,,,,,,,,,,,,,Mass Effect Legendary Edition
Master Detective Archives: Rain Code,,2023,,7.6,,,,,,,,,,,,,Master Detective Archives: Rain Code
Master Detective Archives: Rain Code+,,2024,,8.1,,,,,,,,,,,,,
Master of Magic,,2022,,7.5,,,,,,,,,,,,,Master of Magic
